title,address,price,floor,overall floor,rooms,square,images
Лучшее предложение! Рядом с метро,Москва ЮАО р-н Орехово-Борисово Южное Воронежская ул. 34К3,2 000,8,9,1,34 ,https://cdn-p.cian.site/images/7/000/789/posutochnaja-kvartira-moskva-voronezhskaya-ulica-987000706-4.jpg https://cdn-p.cian.site/images/7/000/789/posutochnaja-kvartira-moskva-voronezhskaya-ulica-987000706-4.jpg https://cdn-p.cian.site/images/7/000/789/posutochnaja-kvartira-moskva-voronezhskaya-ulica-987000718-2.jpg https://cdn-p.cian.site/images/6/000/789/posutochnaja-kvartira-moskva-voronezhskaya-ulica-987000699-2.jpg https://cdn-p.cian.site/images/7/000/789/posutochnaja-kvartira-moskva-voronezhskaya-ulica-987000726-2.jpg
1-комн. кв. 35 м? 2/14 этаж,Москва ЮАО р-н Зябликово Ореховый бул. 65К1,2 200,2,14,1,35 ,https://cdn-p.cian.site/images/8/502/755/kvartira-moskva-orehovyy-bulvar-557205831-4.jpg https://cdn-p.cian.site/images/8/502/755/kvartira-moskva-orehovyy-bulvar-557205831-4.jpg https://cdn-p.cian.site/images/8/502/755/kvartira-moskva-orehovyy-bulvar-557205832-2.jpg https://cdn-p.cian.site/images/8/502/755/kvartira-moskva-orehovyy-bulvar-557205829-2.jpg https://cdn-p.cian.site/images/8/502/755/kvartira-moskva-orehovyy-bulvar-557205833-2.jpg
Однушка 50м2 у  Цветного бульвара,Москва ЦАО р-н Тверской 1-й Волконский пер. 15,3 300,4,11,1,50 ,https://cdn-p.cian.site/images/2/038/283/kvartira-moskva-1y-volkonskiy-pereulok-382830233-4.jpg https://cdn-p.cian.site/images/2/038/283/kvartira-moskva-1y-volkonskiy-pereulok-382830233-4.jpg https://cdn-p.cian.site/images/4/989/648/kvartira-moskva-1y-volkonskiy-pereulok-846989463-2.jpg https://cdn-p.cian.site/images/2/038/283/kvartira-moskva-1y-volkonskiy-pereulok-382830237-2.jpg https://cdn-p.cian.site/images/2/038/283/kvartira-moskva-1y-volkonskiy-pereulok-382830215-2.jpg
1 минута от метро!,Москва СВАО р-н Отрадное Алтуфьевское ш. 2,1 500,12,16,1,15 ,https://cdn-p.cian.site/images/1/833/039/kvartira-moskva-altufevskoe-shosse-930338128-4.jpg https://cdn-p.cian.site/images/1/833/039/kvartira-moskva-altufevskoe-shosse-930338128-4.jpg https://cdn-p.cian.site/images/1/833/039/kvartira-moskva-altufevskoe-shosse-930338126-2.jpg https://cdn-p.cian.site/images/1/833/039/kvartira-moskva-altufevskoe-shosse-930338125-2.jpg https://cdn-p.cian.site/images/1/833/039/kvartira-moskva-altufevskoe-shosse-930338127-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЮАО р-н Даниловский Автозаводская ул. 23с931к3,2 700,10,15,1,20 ,https://cdn-p.cian.site/images/4/869/009/kvartira-moskva-avtozavodskaya-ulica-900968445-4.jpg https://cdn-p.cian.site/images/4/869/009/kvartira-moskva-avtozavodskaya-ulica-900968445-4.jpg https://cdn-p.cian.site/images/4/869/009/kvartira-moskva-avtozavodskaya-ulica-900968450-2.jpg https://cdn-p.cian.site/images/4/869/009/kvartira-moskva-avtozavodskaya-ulica-900968477-2.jpg https://cdn-p.cian.site/images/4/869/009/kvartira-moskva-avtozavodskaya-ulica-900968482-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЦАО р-н Замоскворечье Татарская ул. 7С1,2 900,2,5,1,40 ,https://cdn-p.cian.site/images/0/744/375/kvartira-moskva-bolshaya-tatarskaya-ulica-573447096-4.jpg https://cdn-p.cian.site/images/0/744/375/kvartira-moskva-bolshaya-tatarskaya-ulica-573447096-4.jpg https://cdn-p.cian.site/images/0/744/375/kvartira-moskva-bolshaya-tatarskaya-ulica-573447095-2.jpg https://cdn-p.cian.site/images/0/744/375/kvartira-moskva-bolshaya-tatarskaya-ulica-573447096-2.jpg https://cdn-p.cian.site/images/0/744/375/kvartira-moskva-bolshaya-tatarskaya-ulica-573447094-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮВАО р-н Люблино Совхозная ул. 4К4,3 700,3,14,3,71 ,https://cdn-p.cian.site/images/1/120/407/kvartira-moskva-sovhoznaya-ulica-704021152-4.jpg https://cdn-p.cian.site/images/1/120/407/kvartira-moskva-sovhoznaya-ulica-704021152-4.jpg https://cdn-p.cian.site/images/1/120/407/kvartira-moskva-sovhoznaya-ulica-704021157-2.jpg https://cdn-p.cian.site/images/1/120/407/kvartira-moskva-sovhoznaya-ulica-704021180-2.jpg https://cdn-p.cian.site/images/1/120/407/kvartira-moskva-sovhoznaya-ulica-704021147-2.jpg
1-комн. кв. 34 м? 2/12 этаж,Москва ЮАО р-н Чертаново Южное Варшавское ш. 141к11,2 200,2,12,1,34 ,https://cdn-p.cian.site/images/0/890/416/kvartira-moskva-varshavskoe-shosse-614098063-4.jpg https://cdn-p.cian.site/images/0/890/416/kvartira-moskva-varshavskoe-shosse-614098063-4.jpg https://cdn-p.cian.site/images/0/890/416/kvartira-moskva-varshavskoe-shosse-614098061-2.jpg https://cdn-p.cian.site/images/0/890/416/kvartira-moskva-varshavskoe-shosse-614098055-2.jpg https://cdn-p.cian.site/images/0/890/416/kvartira-moskva-varshavskoe-shosse-614098060-2.jpg
3 мин от метро/есть парковка,Москва ЮАО р-н Даниловский Автозаводская ул. 19К1,2 500,4,5,1,25 ,https://cdn-p.cian.site/images/7/419/459/kvartira-moskva-avtozavodskaya-ulica-954914717-4.jpg https://cdn-p.cian.site/images/7/419/459/kvartira-moskva-avtozavodskaya-ulica-954914717-4.jpg https://cdn-p.cian.site/images/7/419/459/kvartira-moskva-avtozavodskaya-ulica-954914716-2.jpg https://cdn-p.cian.site/images/7/419/459/kvartira-moskva-avtozavodskaya-ulica-954914714-2.jpg https://cdn-p.cian.site/images/7/419/459/kvartira-moskva-avtozavodskaya-ulica-954914719-2.jpg
Лучшее предложение!Рядом с метро!,Москва ЮВАО р-н Люблино Белореченская ул. 12,2 000,3,17,1,37 ,https://cdn-p.cian.site/images/5/060/848/kvartira-moskva-belorechenskaya-ulica-848060528-4.jpg https://cdn-p.cian.site/images/5/060/848/kvartira-moskva-belorechenskaya-ulica-848060528-4.jpg https://cdn-p.cian.site/images/5/060/848/kvartira-moskva-belorechenskaya-ulica-848060573-2.jpg https://cdn-p.cian.site/images/5/060/848/kvartira-moskva-belorechenskaya-ulica-848060567-2.jpg https://cdn-p.cian.site/images/5/060/848/kvartira-moskva-belorechenskaya-ulica-848060540-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮАО р-н Орехово-Борисово Северное Домодедовская ул. 22К1,3 000,2,12,2,50 ,https://cdn-p.cian.site/images/4/551/144/kvartira-moskva-domodedovskaya-ulica-441155441-4.jpg https://cdn-p.cian.site/images/4/551/144/kvartira-moskva-domodedovskaya-ulica-441155441-4.jpg https://cdn-p.cian.site/images/4/551/144/kvartira-moskva-domodedovskaya-ulica-441155432-2.jpg https://cdn-p.cian.site/images/4/551/144/kvartira-moskva-domodedovskaya-ulica-441155446-2.jpg https://cdn-p.cian.site/images/4/551/144/kvartira-moskva-domodedovskaya-ulica-441155452-2.jpg
Чисто и уютно,Москва ЮВАО р-н Люблино Люблинская ул. 147,1 800,6,12,1,38 ,https://cdn-p.cian.site/images/9/033/545/kvartira-moskva-lyublinskaya-ulica-545330901-4.jpg https://cdn-p.cian.site/images/9/033/545/kvartira-moskva-lyublinskaya-ulica-545330901-4.jpg https://cdn-p.cian.site/images/2/119/015/kvartira-moskva-lyublinskaya-ulica-510911200-2.jpg https://cdn-p.cian.site/images/8/033/545/kvartira-moskva-lyublinskaya-ulica-545330898-2.jpg https://cdn-p.cian.site/images/8/033/545/kvartira-moskva-lyublinskaya-ulica-545330895-2.jpg
7 мин пешком от метро Сухаревская,Москва ЦАО р-н Красносельский пер. Докучаев 2,2 700,3,16,1,42 ,https://cdn-p.cian.site/images/8/085/139/kvartira-moskva-pereulok-dokuchaev-931580898-4.jpg https://cdn-p.cian.site/images/8/085/139/kvartira-moskva-pereulok-dokuchaev-931580898-4.jpg https://cdn-p.cian.site/images/9/085/139/kvartira-moskva-pereulok-dokuchaev-931580900-2.jpg https://cdn-p.cian.site/images/9/085/139/kvartira-moskva-pereulok-dokuchaev-931580902-2.jpg https://cdn-p.cian.site/images/9/085/139/kvartira-moskva-pereulok-dokuchaev-931580901-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮАО р-н Даниловский ул. Сайкина 6/5,2 900,2,16,1,40 ,https://cdn-p.cian.site/images/5/084/639/kvartira-moskva-ulica-saykina-936480560-4.jpg https://cdn-p.cian.site/images/5/084/639/kvartira-moskva-ulica-saykina-936480560-4.jpg https://cdn-p.cian.site/images/1/184/639/kvartira-moskva-ulica-saykina-936481119-2.jpg https://cdn-p.cian.site/images/1/184/639/kvartira-moskva-ulica-saykina-936481128-2.jpg https://cdn-p.cian.site/images/1/184/639/kvartira-moskva-ulica-saykina-936481161-2.jpg
Лучшее предложение!,Москва ЮВАО р-н Люблино Краснодарская ул. 48,2 000,2,8,1,38 ,https://cdn-p.cian.site/images/6/674/298/kvartira-moskva-krasnodarskaya-ulica-892476654-4.jpg https://cdn-p.cian.site/images/6/674/298/kvartira-moskva-krasnodarskaya-ulica-892476654-4.jpg https://cdn-p.cian.site/images/6/674/298/kvartira-moskva-krasnodarskaya-ulica-892476650-2.jpg https://cdn-p.cian.site/images/6/674/298/kvartira-moskva-krasnodarskaya-ulica-892476648-2.jpg https://cdn-p.cian.site/images/6/674/298/kvartira-moskva-krasnodarskaya-ulica-892476652-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮВАО р-н Кузьминки Есенинский бул. 1/26К1,2 500,5,9,1,42 ,https://cdn-p.cian.site/images/7/063/398/kvartira-moskva-eseninskiy-bulvar-893360787-4.jpg https://cdn-p.cian.site/images/7/063/398/kvartira-moskva-eseninskiy-bulvar-893360787-4.jpg https://cdn-p.cian.site/images/4/163/398/kvartira-moskva-eseninskiy-bulvar-893361412-2.jpg https://cdn-p.cian.site/images/4/163/398/kvartira-moskva-eseninskiy-bulvar-893361423-2.jpg https://cdn-p.cian.site/images/7/063/398/kvartira-moskva-eseninskiy-bulvar-893360790-2.jpg
1-комн. кв. 38 м? 6/9 этаж,Москва ЦАО р-н Пресненский Большая Грузинская ул. 63С1,3 499,6,9,1,38 ,https://cdn-p.cian.site/images/0/675/412/kvartira-moskva-bolshaya-gruzinskaya-ulica-214576006-4.jpg https://cdn-p.cian.site/images/0/675/412/kvartira-moskva-bolshaya-gruzinskaya-ulica-214576006-4.jpg https://cdn-p.cian.site/images/0/675/412/kvartira-moskva-bolshaya-gruzinskaya-ulica-214576005-2.jpg https://cdn-p.cian.site/images/0/675/412/kvartira-moskva-bolshaya-gruzinskaya-ulica-214576030-2.jpg https://cdn-p.cian.site/images/0/675/412/kvartira-moskva-bolshaya-gruzinskaya-ulica-214576009-2.jpg
Трехком-ная Сталинка на Тверской!,Москва ЦАО р-н Тверской 1-я Тверская-Ямская ул. 11,6 900,8,8,3,105 ,https://cdn-p.cian.site/images/0/913/699/posutochnaja-kvartira-moskva-tverskayayamskaya-1ya-ulica-996319067-4.jpg https://cdn-p.cian.site/images/0/913/699/posutochnaja-kvartira-moskva-tverskayayamskaya-1ya-ulica-996319067-4.jpg https://cdn-p.cian.site/images/2/223/699/posutochnaja-kvartira-moskva-tverskayayamskaya-1ya-ulica-996322288-2.jpg https://cdn-p.cian.site/images/8/123/699/posutochnaja-kvartira-moskva-tverskayayamskaya-1ya-ulica-996321873-2.jpg https://cdn-p.cian.site/images/9/123/699/posutochnaja-kvartira-moskva-tverskayayamskaya-1ya-ulica-996321915-2.jpg
43й этаж остиная 90м2 караоке,Москва ЦАО р-н Пресненский наб. Пресненская 12,32 000,43,95,3,195 ,https://cdn-p.cian.site/images/86/519/401/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1049156869-4.jpg https://cdn-p.cian.site/images/86/519/401/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1049156869-4.jpg https://cdn-p.cian.site/images/86/519/401/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1049156857-2.jpg https://cdn-p.cian.site/images/86/519/401/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1049156865-2.jpg https://cdn-p.cian.site/images/86/519/401/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1049156867-2.jpg
Hanaka. Уютно.  Экономно. Рядом.,Москва ЮАО р-н Орехово-Борисово Северное Ореховый бул. 11К1,2 200,7,9,1,40 ,https://cdn-p.cian.site/images/6/222/689/posutochnaja-kvartira-moskva-orehovyy-bulvar-986222616-4.jpg https://cdn-p.cian.site/images/6/222/689/posutochnaja-kvartira-moskva-orehovyy-bulvar-986222616-4.jpg https://cdn-p.cian.site/images/6/222/689/posutochnaja-kvartira-moskva-orehovyy-bulvar-986222624-2.jpg https://cdn-p.cian.site/images/6/222/689/posutochnaja-kvartira-moskva-orehovyy-bulvar-986222622-2.jpg https://cdn-p.cian.site/images/6/222/689/posutochnaja-kvartira-moskva-orehovyy-bulvar-986222617-2.jpg
Большая студия на Багратионовской,Москва ЗАО р-н Филевский парк Кастанаевская ул. 7,2 500,7,12,1,45 ,https://cdn-p.cian.site/images/57/751/501/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-1051577540-4.jpg https://cdn-p.cian.site/images/57/751/501/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-1051577540-4.jpg https://cdn-p.cian.site/images/57/751/501/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-1051577521-2.jpg https://cdn-p.cian.site/images/67/751/501/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-1051577683-2.jpg https://cdn-p.cian.site/images/18/751/501/posutochnaja-kvartira-moskva-kastanaevskaya-ulica-1051578145-2.jpg
1-комн. кв. 40 м? 8/9 этаж,Москва СВАО р-н Бабушкинский Печорская ул. 16,2 400,8,9,1,40 ,https://cdn-p.cian.site/images/24/500/401/posutochnaja-kvartira-moskva-pechorskaya-ulica-1040054287-4.jpg https://cdn-p.cian.site/images/24/500/401/posutochnaja-kvartira-moskva-pechorskaya-ulica-1040054287-4.jpg https://cdn-p.cian.site/images/24/500/401/posutochnaja-kvartira-moskva-pechorskaya-ulica-1040054280-2.jpg https://cdn-p.cian.site/images/24/500/401/posutochnaja-kvartira-moskva-pechorskaya-ulica-1040054281-2.jpg https://cdn-p.cian.site/images/24/500/401/posutochnaja-kvartira-moskva-pechorskaya-ulica-1040054278-2.jpg
Квартира-Евро ремонт 5 минут пеш.,Москва ЦАО р-н Пресненский ул. Грузинский Вал 18/15,2 999,8,8,1,38 ,https://cdn-p.cian.site/images/2/734/748/kvartira-moskva-ulica-gruzinskiy-val-847437241-4.jpg https://cdn-p.cian.site/images/2/734/748/kvartira-moskva-ulica-gruzinskiy-val-847437241-4.jpg https://cdn-p.cian.site/images/2/734/748/kvartira-moskva-ulica-gruzinskiy-val-847437251-2.jpg https://cdn-p.cian.site/images/2/734/748/kvartira-moskva-ulica-gruzinskiy-val-847437240-2.jpg https://cdn-p.cian.site/images/2/734/748/kvartira-moskva-ulica-gruzinskiy-val-847437244-2.jpg
Уютно. Без залога. Рядом с метро.,Москва ЮВАО р-н Выхино-Жулебино Рязанский просп. 97к2,2 300,5,24,1,40 ,https://cdn-p.cian.site/images/28/653/501/posutochnaja-kvartira-moskva-ryazanskiy-prospekt-1053568279-4.jpg https://cdn-p.cian.site/images/28/653/501/posutochnaja-kvartira-moskva-ryazanskiy-prospekt-1053568279-4.jpg https://cdn-p.cian.site/images/28/653/501/posutochnaja-kvartira-moskva-ryazanskiy-prospekt-1053568275-2.jpg https://cdn-p.cian.site/images/28/653/501/posutochnaja-kvartira-moskva-ryazanskiy-prospekt-1053568281-2.jpg https://cdn-p.cian.site/images/28/653/501/posutochnaja-kvartira-moskva-ryazanskiy-prospekt-1053568282-2.jpg
1 Hanaka Сиреневый,Москва ВАО р-н Северное Измайлово Сиреневый бул. 27К1,2 300,7,9,1,40 ,https://cdn-p.cian.site/images/6/121/219/kvartira-moskva-sirenevyy-bulvar-912121689-4.jpg https://cdn-p.cian.site/images/6/121/219/kvartira-moskva-sirenevyy-bulvar-912121689-4.jpg https://cdn-p.cian.site/images/6/121/219/kvartira-moskva-sirenevyy-bulvar-912121687-2.jpg https://cdn-p.cian.site/images/6/121/219/kvartira-moskva-sirenevyy-bulvar-912121686-2.jpg https://cdn-p.cian.site/images/6/121/219/kvartira-moskva-sirenevyy-bulvar-912121681-2.jpg
Hanaka. Уютно.  Экономно. Рядом.,Москва ЮАО р-н Братеево Алма-Атинская ул. 8К1,2 300,3,14,1,36 ,https://cdn-p.cian.site/images/4/663/689/posutochnaja-kvartira-moskva-almaatinskaya-ulica-986366492-4.jpg https://cdn-p.cian.site/images/4/663/689/posutochnaja-kvartira-moskva-almaatinskaya-ulica-986366492-4.jpg https://cdn-p.cian.site/images/4/663/689/posutochnaja-kvartira-moskva-almaatinskaya-ulica-986366489-2.jpg https://cdn-p.cian.site/images/4/663/689/posutochnaja-kvartira-moskva-almaatinskaya-ulica-986366485-2.jpg https://cdn-p.cian.site/images/4/663/689/posutochnaja-kvartira-moskva-almaatinskaya-ulica-986366491-2.jpg
2-комн. кв. 44 м? 4/8 этаж,Москва ЦАО р-н Пресненский Грузинский пер. 16,3 499,4,8,2,44 ,https://cdn-p.cian.site/images/3/247/412/kvartira-moskva-gruzinskiy-pereulok-214742301-4.jpg https://cdn-p.cian.site/images/3/247/412/kvartira-moskva-gruzinskiy-pereulok-214742301-4.jpg https://cdn-p.cian.site/images/3/247/412/kvartira-moskva-gruzinskiy-pereulok-214742302-2.jpg https://cdn-p.cian.site/images/2/247/412/kvartira-moskva-gruzinskiy-pereulok-214742298-2.jpg https://cdn-p.cian.site/images/3/247/412/kvartira-moskva-gruzinskiy-pereulok-214742300-2.jpg
2-комн. кв. 45 м? 2/9 этаж,Москва ЦАО р-н Пресненский Большой Кондратьевский пер. 4К3,3 499,2,9,2,45 ,https://cdn-p.cian.site/images/9/828/512/kvartira-moskva-bolshoy-kondratevskiy-pereulok-215828947-4.jpg https://cdn-p.cian.site/images/9/828/512/kvartira-moskva-bolshoy-kondratevskiy-pereulok-215828947-4.jpg https://cdn-p.cian.site/images/9/828/512/kvartira-moskva-bolshoy-kondratevskiy-pereulok-215828948-2.jpg https://cdn-p.cian.site/images/9/828/512/kvartira-moskva-bolshoy-kondratevskiy-pereulok-215828951-2.jpg https://cdn-p.cian.site/images/9/828/512/kvartira-moskva-bolshoy-kondratevskiy-pereulok-215828949-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ВАО р-н Соколиная гора проезд Энтузиастов 17,3 200,5,5,2,51 ,https://cdn-p.cian.site/images/4/071/159/kvartira-moskva-proezd-entuziastov-951170471-4.jpg https://cdn-p.cian.site/images/4/071/159/kvartira-moskva-proezd-entuziastov-951170471-4.jpg https://cdn-p.cian.site/images/5/071/159/kvartira-moskva-proezd-entuziastov-951170525-2.jpg https://cdn-p.cian.site/images/9/071/159/kvartira-moskva-proezd-entuziastov-951170920-2.jpg https://cdn-p.cian.site/images/9/071/159/kvartira-moskva-proezd-entuziastov-951170932-2.jpg
